customer_id,age,gender,city,state,city_tier,occupation,monthly_income,cricket_interest_score,favorite_ipl_team,favorite_player,Unnamed: 11,preferred_streaming_platform,fantasy_cricket_user,sports_equipment_spending_per_month_x,preferred_shopping_platform_x,cricket_search_frequency_per_month,device_type,digital_engagement_score,likely_to_buy_cricket_kit_x,engagement_id,favorite_match_type,average_match_watch_time_minutes,matches_watched_per_season,preferred_ad_format,ad_click_rate,sports_content_watch_hours_per_week,engagement_during_csk_matches,engagement_during_rcb_matches,engagement_during_mi_matches,streaming_device_preference,second_screen_usage,social_media_activity_during_matches,engagement_potential_score,social_id,preferred_social_media_platform,cricket_reels_watched_per_week,sports_content_likes_per_week,sports_content_shares_per_week,favorite_cricket_content_type,influencer_engagement_level,fantasy_cricket_content_interaction,average_daily_social_media_usage_hours,preferred_content_format,sports_brand_follow_count,social_media_ad_click_rate,purchase_id,preferred_shopping_platform_y,sports_equipment_spending_per_month_y,previous_cricket_gear_purchases,average_order_value,preferred_product_category,purchase_frequency_per_year,discount_sensitivity,cart_abandonment_rate,payment_method_preference,brand_loyalty_level,likely_to_buy_cricket_kit_y
CUST1842,38,Male,Vijayawada,Andhra Pradesh,Tier 2,Working Professional,69000,6.4,Sunrisers Hyderabad,Pat Cummins,4,JioHotstar,No,2350,Flipkart,11,Laptop,66.1,No,ENG001842,League Match,153,44,Influencer Promotion,0.16,9.6,67,70,67,Mobile,Yes,Medium,68.4,SOC001842,YouTube,27,48,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13,PUR001842,Flipkart,2440,2,2940,Jerseys,2,High,0.51,Debit Card,Low,No
CUST1843,20,Male,Gaya,Bihar,Tier 2,Student,9200,9.3,Chennai Super Kings,MS Dhoni,7,JioHotstar,Yes,1950,Amazon,33,Mobile,97.0,Yes,ENG001843,Finals,245,78,Short Reel,0.35,26.0,99,99,98,Mobile,Yes,High,100.0,SOC001843,Instagram,60,131,41,Memes,High,Yes,7.9,Short Video,31,0.3,PUR001843,Brand Website,7480,10,9680,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST1844,45,Female,Salem,Tamil Nadu,Tier 2,Business,100000,5.1,Chennai Super Kings,Ravindra Jadeja,2,TV,No,1850,Local Store,5,Smart TV,45.2,No,ENG001844,League Match,117,31,Banner Ad,0.08,5.7,57,55,53,Laptop,No,Low,52.6,SOC001844,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04,PUR001844,Local Store,1610,1,1860,Accessories,1,Medium,0.32,Cash on Delivery,Low,No
CUST1845,31,Male,Delhi,Delhi,Tier 1,Working Professional,77000,7.4,Delhi Capitals,Rishabh Pant,5,JioHotstar,Yes,3250,Brand Website,18,Laptop,79.3,Yes,ENG001845,Playoffs,215,69,Video Ad,0.26,18.4,89,93,89,Smart TV,Yes,High,92.5,SOC001845,Instagram,55,122,37,Short Reels,High,Yes,7.3,Short Video,28,0.29,PUR001845,Amazon,4860,6,6160,Shoes,5,Medium,0.18,UPI,Medium,Yes
CUST1846,22,Female,Tirupati,Andhra Pradesh,Tier 2,Student,12800,8.8,Sunrisers Hyderabad,Travis Head,6,JioHotstar,Yes,2350,Amazon,27,Mobile,90.3,Yes,ENG001846,Rivalry Match,204,67,Short Reel,0.32,21.2,94,97,94,Mobile,Yes,High,96.4,SOC001846,Twitter,18,30,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09,PUR001846,Brand Website,6860,9,8760,Full Kits,7,Low,0.08,Credit Card,High,Yes
CUST1847,36,Male,Noida,Uttar Pradesh,Tier 1,Working Professional,84000,7.0,Lucknow Super Giants,Nicholas Pooran,4,JioHotstar,No,2750,Brand Website,13,Laptop,72.8,No,ENG001847,League Match,149,40,Influencer Promotion,0.15,8.5,65,67,65,Laptop,No,Medium,64.8,SOC001847,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24,PUR001847,Flipkart,2950,3,3650,Gloves,3,High,0.44,Debit Card,Medium,No
CUST1848,21,Male,Jamshedpur,Jharkhand,Tier 2,Student,10200,9.4,Kolkata Knight Riders,Rinku Singh,7,JioHotstar,Yes,2050,Amazon,34,Mobile,97.4,Yes,ENG001848,League Match,123,33,Banner Ad,0.09,6.2,58,57,55,Smart TV,No,Low,55.1,SOC001848,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11,PUR001848,Amazon,4200,5,5400,Bats,4,Medium,0.21,UPI,Medium,Yes
CUST1849,44,Female,Nagpur,Maharashtra,Tier 2,Coach,75000,5.5,Mumbai Indians,Jasprit Bumrah,3,TV,No,3450,Brand Website,8,Smart TV,54.1,No,ENG001849,Finals,238,76,Short Reel,0.33,24.3,96,98,96,Mobile,Yes,High,98.6,SOC001849,Instagram,59,130,40,Short Reels,High,Yes,7.8,Short Video,30,0.3,PUR001849,Local Store,1820,1,2120,Accessories,1,High,0.55,Cash on Delivery,Low,No
CUST1850,27,Male,Ahmedabad,Gujarat,Tier 1,Athlete,41000,9.1,Gujarat Titans,Rashid Khan,6,JioHotstar,Yes,5400,Brand Website,30,Mobile,94.1,Yes,ENG001850,Rivalry Match,184,58,Video Ad,0.21,14.0,85,88,84,Laptop,Yes,Medium,85.2,SOC001850,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03,PUR001850,Brand Website,6420,8,8220,Full Kits,6,Low,0.07,Credit Card,High,Yes
CUST1851,32,Female,Kolkata,West Bengal,Tier 1,Working Professional,74000,7.3,Kolkata Knight Riders,Andre Russell,5,JioHotstar,Yes,2850,Amazon,18,Laptop,79.6,Yes,ENG001851,League Match,160,46,Influencer Promotion,0.18,10.6,71,73,71,Mobile,Yes,Medium,71.8,SOC001851,Instagram,50,109,33,Memes,High,Yes,6.9,Short Video,24,0.27,PUR001851,Amazon,3830,4,4930,Shoes,4,Medium,0.24,UPI,Medium,Yes
CUST1852,47,Male,Nagpur,Maharashtra,Tier 2,Business,107000,4.8,Mumbai Indians,Suryakumar Yadav,2,TV,No,1650,Local Store,4,Smart TV,44.2,No,ENG001852,League Match,126,35,Banner Ad,0.1,6.8,60,58,57,Smart TV,No,Low,57.3,SOC001852,YouTube,29,51,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15,PUR001852,Flipkart,2380,2,2880,Jerseys,2,High,0.47,Debit Card,Low,No
CUST1853,24,Male,Patna,Bihar,Tier 2,Student,12800,9.0,Chennai Super Kings,Ruturaj Gaikwad,7,JioHotstar,Yes,2350,Amazon,29,Mobile,93.1,Yes,ENG001853,Playoffs,229,75,Short Reel,0.33,22.8,96,98,96,Mobile,Yes,High,98.2,SOC001853,Instagram,62,136,43,Short Reels,High,Yes,8.2,Short Video,32,0.3,PUR001853,Brand Website,7830,10,10030,Full Kits,8,Low,0.05,Credit Card,High,Yes
CUST1854,39,Female,Kochi,Kerala,Tier 2,Working Professional,71000,6.2,Mumbai Indians,Jasprit Bumrah,4,TV,No,2450,Flipkart,10,Laptop,65.0,No,ENG001854,League Match,109,25,Banner Ad,0.06,5.0,49,48,46,Laptop,No,Low,46.7,SOC001854,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08,PUR001854,Local Store,1650,1,1950,Accessories,1,Medium,0.34,Cash on Delivery,Low,No
CUST1855,26,Male,Hyderabad,Telangana,Tier 1,Working Professional,60000,8.2,Sunrisers Hyderabad,Pat Cummins,6,JioHotstar,Yes,3400,Amazon,24,Mobile,88.2,Yes,ENG001855,Finals,251,80,Short Reel,0.35,27.2,99,99,98,Mobile,Yes,High,100.0,SOC001855,Instagram,53,117,35,Memes,High,Yes,7.1,Short Video,26,0.28,PUR001855,Amazon,5050,6,6350,Bats,5,Medium,0.17,UPI,Medium,Yes
CUST1856,19,Male,Guwahati,Assam,Tier 2,Student,8200,9.6,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,1750,Amazon,36,Mobile,99.0,Yes,ENG001856,Rivalry Match,193,61,Video Ad,0.23,15.1,87,90,86,Smart TV,Yes,Medium,88.1,SOC001856,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15,PUR001856,Brand Website,7110,9,9010,Full Kits,7,Low,0.08,Credit Card,High,Yes
CUST1857,41,Female,Indore,Madhya Pradesh,Tier 2,Coach,72000,5.9,Rajasthan Royals,Sanju Samson,3,TV,No,3250,Brand Website,8,Smart TV,55.3,No,ENG001857,League Match,145,38,Influencer Promotion,0.14,7.9,62,65,62,Laptop,No,Medium,62.4,SOC001857,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22,PUR001857,Flipkart,2810,3,3510,Gloves,3,High,0.41,Debit Card,Medium,No
CUST1858,29,Male,Mumbai,Maharashtra,Tier 1,Working Professional,75000,7.9,Mumbai Indians,Rohit Sharma,5,JioHotstar,Yes,3150,Amazon,20,Laptop,82.7,Yes,ENG001858,League Match,130,36,Banner Ad,0.11,7.0,61,60,58,Smart TV,No,Low,58.0,SOC001858,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05,PUR001858,Amazon,4410,5,5610,Shoes,4,Medium,0.22,UPI,Medium,Yes
CUST1859,21,Female,Ranchi,Jharkhand,Tier 2,Student,10300,9.2,Kolkata Knight Riders,Sunil Narine,7,JioHotstar,Yes,2050,Amazon,31,Mobile,95.1,Yes,ENG001859,Playoffs,224,73,Short Reel,0.3,21.1,93,96,93,Mobile,Yes,High,96.1,SOC001859,Instagram,56,123,38,Memes,High,Yes,7.5,Short Video,28,0.29,PUR001859,Local Store,1930,1,2230,Accessories,1,High,0.58,Cash on Delivery,Low,No
CUST1860,46,Male,Jaipur,Rajasthan,Tier 2,Business,102000,5.1,Rajasthan Royals,Jos Buttler,2,TV,No,1850,Local Store,5,Smart TV,46.7,No,ENG001860,League Match,114,28,Banner Ad,0.07,5.3,53,52,50,Laptop,No,Low,49.8,SOC001860,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09,PUR001860,Brand Website,6260,8,8060,Full Kits,6,Low,0.09,Credit Card,High,Yes
CUST1861,26,Female,Pune,Maharashtra,Tier 1,Working Professional,67500,7.6,Chennai Super Kings,MS Dhoni,5,JioHotstar,Yes,3050,Amazon,19,Mobile,82.2,Yes,ENG001861,Rivalry Match,199,63,Short Reel,0.31,19.9,93,96,91,Mobile,Yes,High,95.3,SOC001861,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26,PUR001861,Amazon,3990,5,5090,Bats,4,Medium,0.22,UPI,Medium,Yes
CUST1862,34,Male,Bengaluru,Karnataka,Tier 1,Working Professional,82000,6.9,Royal Challengers Bengaluru,Virat Kohli,4,JioHotstar,No,2750,Brand Website,13,Laptop,73.5,No,ENG001862,League Match,137,41,Video Ad,0.16,9.4,68,66,62,Laptop,No,Medium,66.3,SOC001862,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12,PUR001862,Flipkart,2450,2,2950,Jerseys,2,High,0.51,Debit Card,Low,No
CUST1863,18,Male,Kanpur,Uttar Pradesh,Tier 2,Student,7600,9.7,Lucknow Super Giants,KL Rahul,7,JioHotstar,Yes,1650,Amazon,37,Mobile,99.0,Yes,ENG001863,Playoffs,224,75,Influencer Promotion,0.34,23.0,96,96,94,Mobile,Yes,High,98.3,SOC001863,Instagram,61,134,42,Memes,High,Yes,8.1,Short Video,31,0.3,PUR001863,Brand Website,7490,10,9690,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST1864,42,Female,Visakhapatnam,Andhra Pradesh,Tier 2,Business,96000,5.3,Sunrisers Hyderabad,Pat Cummins,2,TV,No,1950,Local Store,5,Smart TV,47.6,No,ENG001864,League Match,110,29,Banner Ad,0.07,5.5,55,53,50,Smart TV,No,Low,50.7,SOC001864,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04,PUR001864,Local Store,1620,1,1870,Accessories,1,Medium,0.32,Cash on Delivery,Low,No
CUST1865,24,Male,Delhi,Delhi,Tier 1,Athlete,38000,9.1,Delhi Capitals,Rishabh Pant,6,JioHotstar,Yes,5200,Brand Website,30,Mobile,93.2,Yes,ENG001865,Finals,251,80,Short Reel,0.35,26.0,99,99,98,Mobile,Yes,High,100.0,SOC001865,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29,PUR001865,Amazon,4870,6,6170,Shoes,5,Medium,0.18,UPI,Medium,Yes
CUST1866,37,Female,Ahmedabad,Gujarat,Tier 1,Working Professional,76000,6.5,Gujarat Titans,Shubman Gill,4,JioHotstar,No,2550,Flipkart,12,Laptop,70.7,No,ENG001866,League Match,157,45,Video Ad,0.18,11.0,72,74,71,Laptop,No,Medium,70.9,SOC001866,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.1,PUR001866,Brand Website,6870,9,8770,Full Kits,7,Low,0.08,Credit Card,High,Yes
CUST1867,20,Male,Dhanbad,Jharkhand,Tier 2,Student,9800,9.2,Kolkata Knight Riders,Rinku Singh,7,JioHotstar,Yes,1950,Amazon,33,Mobile,97.0,Yes,ENG001867,Rivalry Match,206,67,Short Reel,0.33,21.6,95,98,93,Mobile,Yes,High,96.8,SOC001867,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23,PUR001867,Flipkart,2960,3,3660,Gloves,3,High,0.44,Debit Card,Medium,No
CUST1868,44,Male,Coimbatore,Tamil Nadu,Tier 2,Coach,73500,5.8,Chennai Super Kings,Ravindra Jadeja,3,TV,No,3450,Brand Website,8,Smart TV,53.6,No,ENG001868,League Match,178,44,Video Ad,0.15,9.2,66,63,65,Smart TV,No,Low,62.9,SOC001868,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.1,PUR001868,Amazon,4210,5,5410,Bats,4,Medium,0.21,UPI,Medium,Yes
CUST1869,29,Female,Chandigarh,Chandigarh,Tier 1,Working Professional,66500,7.4,Punjab Kings,Arshdeep Singh,5,JioHotstar,Yes,3050,Amazon,18,Mobile,80.8,Yes,ENG001869,Playoffs,214,70,Influencer Promotion,0.3,19.9,91,95,90,Mobile,Yes,High,93.9,SOC001869,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.3,PUR001869,Local Store,1830,1,2130,Accessories,1,High,0.55,Cash on Delivery,Low,No
CUST1870,17,Male,Aligarh,Uttar Pradesh,Tier 3,Student,7200,9.6,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,1450,Amazon,36,Mobile,98.8,Yes,ENG001870,League Match,101,24,Banner Ad,0.05,4.2,47,50,46,Laptop,No,Low,45.7,SOC001870,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03,PUR001870,Brand Website,6430,8,8230,Full Kits,6,Low,0.07,Credit Card,High,Yes
CUST1871,33,Male,Hyderabad,Telangana,Tier 1,Working Professional,79500,7.2,Sunrisers Hyderabad,Travis Head,5,JioHotstar,No,3050,Brand Website,14,Laptop,75.4,Yes,ENG001871,Rivalry Match,188,59,Short Reel,0.29,17.8,89,94,88,Mobile,Yes,High,91.8,SOC001871,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27,PUR001871,Amazon,3840,4,4940,Shoes,4,Medium,0.24,UPI,Medium,Yes
CUST1872,40,Female,Bhopal,Madhya Pradesh,Tier 2,Working Professional,70000,6.1,Mumbai Indians,Hardik Pandya,4,TV,No,2350,Flipkart,10,Laptop,64.4,No,ENG001872,League Match,145,40,Video Ad,0.13,8.1,64,61,63,Smart TV,No,Medium,60.7,SOC001872,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14,PUR001872,Flipkart,2390,2,2890,Jerseys,2,High,0.47,Debit Card,Low,No
CUST1873,23,Male,Meerut,Uttar Pradesh,Tier 2,Student,13200,8.9,Lucknow Super Giants,Nicholas Pooran,6,JioHotstar,Yes,2450,Amazon,27,Mobile,90.2,Yes,ENG001873,Playoffs,233,77,Influencer Promotion,0.35,24.3,98,97,96,Mobile,Yes,High,99.3,SOC001873,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.3,PUR001873,Brand Website,7840,10,10040,Full Kits,8,Low,0.05,Credit Card,High,Yes
CUST1874,48,Male,Jodhpur,Rajasthan,Tier 2,Business,113000,4.5,Rajasthan Royals,Sanju Samson,2,TV,No,1550,Local Store,4,Smart TV,42.2,No,ENG001874,League Match,117,31,Banner Ad,0.08,6.0,58,56,53,Laptop,No,Low,52.4,SOC001874,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07,PUR001874,Local Store,1660,1,1960,Accessories,1,Medium,0.34,Cash on Delivery,Low,No
CUST1875,25,Female,Mumbai,Maharashtra,Tier 1,Working Professional,62500,8.0,Mumbai Indians,Suryakumar Yadav,5,JioHotstar,Yes,2850,Amazon,20,Mobile,82.6,Yes,ENG001875,Finals,244,80,Short Reel,0.35,27.1,99,99,98,Mobile,Yes,High,100.0,SOC001875,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29,PUR001875,Amazon,5060,6,6360,Bats,5,Medium,0.17,UPI,Medium,Yes
CUST1876,35,Male,Lucknow,Uttar Pradesh,Tier 1,Working Professional,81000,6.7,Lucknow Super Giants,KL Rahul,4,JioHotstar,No,2650,Brand Website,12,Laptop,72.2,No,ENG001876,Rivalry Match,197,65,Video Ad,0.21,12.8,87,91,87,Laptop,Yes,Medium,87.7,SOC001876,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15,PUR001876,Brand Website,7120,9,9020,Full Kits,7,Low,0.08,Credit Card,High,Yes
CUST1877,19,Male,Siliguri,West Bengal,Tier 2,Student,8700,9.5,Kolkata Knight Riders,Andre Russell,7,JioHotstar,Yes,1850,Amazon,34,Mobile,97.7,Yes,ENG001877,League Match,156,43,Influencer Promotion,0.16,10.1,69,71,67,Mobile,Yes,Medium,69.1,SOC001877,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22,PUR001877,Flipkart,2820,3,3520,Gloves,3,High,0.41,Debit Card,Medium,No
CUST1878,43,Female,Warangal,Telangana,Tier 2,Coach,72500,5.7,Sunrisers Hyderabad,Heinrich Klaasen,3,TV,No,3350,Brand Website,8,Smart TV,54.5,No,ENG001878,League Match,125,34,Banner Ad,0.09,6.5,59,58,56,Smart TV,No,Low,55.8,SOC001878,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05,PUR001878,Amazon,4420,5,5620,Shoes,4,Medium,0.22,UPI,Medium,Yes
CUST1879,26,Male,Faridabad,Haryana,Tier 1,Athlete,39000,9.0,Punjab Kings,Shikhar Dhawan,6,JioHotstar,Yes,5200,Brand Website,29,Mobile,93.3,Yes,ENG001879,Playoffs,227,74,Short Reel,0.31,21.7,95,98,94,Mobile,Yes,High,97.1,SOC001879,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.3,PUR001879,Local Store,1940,1,2240,Accessories,1,High,0.58,Cash on Delivery,Low,No
CUST1880,46,Male,Udaipur,Rajasthan,Tier 2,Business,105000,4.9,Rajasthan Royals,Yashasvi Jaiswal,2,TV,No,1750,Local Store,5,Smart TV,45.4,No,ENG001880,League Match,108,25,Banner Ad,0.06,4.9,50,49,47,Laptop,No,Low,47.7,SOC001880,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08,PUR001880,Brand Website,6270,8,8070,Full Kits,6,Low,0.09,Credit Card,High,Yes
CUST1881,28,Female,Thane,Maharashtra,Tier 1,Working Professional,69000,7.5,Mumbai Indians,Rohit Sharma,5,JioHotstar,Yes,2950,Amazon,19,Mobile,81.5,Yes,ENG001881,Rivalry Match,190,60,Video Ad,0.23,13.8,88,91,87,Smart TV,Yes,Medium,88.7,SOC001881,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25,PUR001881,Amazon,4000,5,5100,Bats,4,Medium,0.22,UPI,Medium,Yes
CUST1882,38,Male,Vijayawada,Andhra Pradesh,Tier 2,Working Professional,69000,6.4,Sunrisers Hyderabad,Pat Cummins,4,JioHotstar,No,2350,Flipkart,11,Laptop,66.2,No,ENG001882,League Match,161,48,Influencer Promotion,0.19,11.1,73,75,72,Mobile,Yes,Medium,72.9,SOC001882,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13,PUR001882,Flipkart,2460,2,2960,Jerseys,2,High,0.51,Debit Card,Low,No
CUST1883,20,Male,Gaya,Bihar,Tier 2,Student,9200,9.3,Chennai Super Kings,MS Dhoni,7,JioHotstar,Yes,1950,Amazon,33,Mobile,97.1,Yes,ENG001883,Finals,252,80,Short Reel,0.35,27.1,99,99,98,Mobile,Yes,High,100.0,SOC001883,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.3,PUR001883,Brand Website,7500,10,9700,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST1884,45,Female,Salem,Tamil Nadu,Tier 2,Business,100000,5.1,Chennai Super Kings,Ravindra Jadeja,2,TV,No,1850,Local Store,5,Smart TV,45.3,No,ENG001884,League Match,119,30,Banner Ad,0.08,5.4,56,54,54,Laptop,No,Low,51.7,SOC001884,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04,PUR001884,Local Store,1630,1,1880,Accessories,1,Medium,0.32,Cash on Delivery,Low,No
CUST1885,31,Male,Delhi,Delhi,Tier 1,Working Professional,77000,7.4,Delhi Capitals,Rishabh Pant,5,JioHotstar,Yes,3250,Brand Website,18,Laptop,79.4,Yes,ENG001885,Playoffs,218,71,Video Ad,0.28,18.9,91,94,91,Smart TV,Yes,High,93.5,SOC001885,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29,PUR001885,Amazon,4880,6,6180,Shoes,5,Medium,0.18,UPI,Medium,Yes
CUST1886,22,Female,Tirupati,Andhra Pradesh,Tier 2,Student,12800,8.8,Sunrisers Hyderabad,Travis Head,6,JioHotstar,Yes,2350,Amazon,27,Mobile,90.4,Yes,ENG001886,Rivalry Match,201,66,Short Reel,0.31,20.3,93,97,92,Mobile,Yes,High,95.7,SOC001886,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09,PUR001886,Brand Website,6880,9,8780,Full Kits,7,Low,0.08,Credit Card,High,Yes
CUST1887,36,Male,Noida,Uttar Pradesh,Tier 1,Working Professional,84000,7.0,Lucknow Super Giants,Nicholas Pooran,4,JioHotstar,No,2750,Brand Website,13,Laptop,72.9,No,ENG001887,League Match,150,41,Influencer Promotion,0.15,8.7,65,68,65,Laptop,No,Medium,65.3,SOC001887,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24,PUR001887,Flipkart,2970,3,3670,Gloves,3,High,0.44,Debit Card,Medium,No
CUST1888,21,Male,Jamshedpur,Jharkhand,Tier 2,Student,10200,9.4,Kolkata Knight Riders,Rinku Singh,7,JioHotstar,Yes,2050,Amazon,34,Mobile,97.5,Yes,ENG001888,League Match,113,29,Banner Ad,0.07,5.2,55,54,51,Smart TV,No,Low,50.9,SOC001888,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11,PUR001888,Amazon,4220,5,5420,Bats,4,Medium,0.21,UPI,Medium,Yes
CUST1889,44,Female,Nagpur,Maharashtra,Tier 2,Coach,75000,5.5,Mumbai Indians,Jasprit Bumrah,3,TV,No,3450,Brand Website,8,Smart TV,54.2,No,ENG001889,Finals,240,77,Short Reel,0.34,24.6,97,99,97,Mobile,Yes,High,99.2,SOC001889,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.3,PUR001889,Local Store,1840,1,2140,Accessories,1,High,0.55,Cash on Delivery,Low,No
CUST1890,27,Male,Ahmedabad,Gujarat,Tier 1,Athlete,41000,9.1,Gujarat Titans,Rashid Khan,6,JioHotstar,Yes,5400,Brand Website,30,Mobile,94.2,Yes,ENG001890,Rivalry Match,183,57,Video Ad,0.22,14.6,85,89,85,Laptop,Yes,Medium,86.3,SOC001890,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03,PUR001890,Brand Website,6440,8,8240,Full Kits,6,Low,0.07,Credit Card,High,Yes
CUST1891,32,Female,Kolkata,West Bengal,Tier 1,Working Professional,74000,7.3,Kolkata Knight Riders,Andre Russell,5,JioHotstar,Yes,2850,Amazon,18,Laptop,79.7,Yes,ENG001891,League Match,157,44,Influencer Promotion,0.17,10.3,70,69,69,Mobile,Yes,Medium,69.7,SOC001891,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27,PUR001891,Amazon,3850,4,4950,Shoes,4,Medium,0.24,UPI,Medium,Yes
CUST1892,47,Male,Nagpur,Maharashtra,Tier 2,Business,107000,4.8,Mumbai Indians,Suryakumar Yadav,2,TV,No,1650,Local Store,4,Smart TV,44.3,No,ENG001892,League Match,121,32,Banner Ad,0.09,6.6,58,57,55,Smart TV,No,Low,54.8,SOC001892,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15,PUR001892,Flipkart,2400,2,2900,Jerseys,2,High,0.47,Debit Card,Low,No
CUST1893,24,Male,Patna,Bihar,Tier 2,Student,12800,9.0,Chennai Super Kings,Ruturaj Gaikwad,7,JioHotstar,Yes,2350,Amazon,29,Mobile,93.2,Yes,ENG001893,Playoffs,228,75,Short Reel,0.32,22.6,96,98,96,Mobile,Yes,High,97.9,SOC001893,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.3,PUR001893,Brand Website,7850,10,10050,Full Kits,8,Low,0.05,Credit Card,High,Yes
CUST1894,39,Female,Kochi,Kerala,Tier 2,Working Professional,71000,6.2,Mumbai Indians,Jasprit Bumrah,4,TV,No,2450,Flipkart,10,Laptop,65.1,No,ENG001894,League Match,105,24,Banner Ad,0.05,4.5,48,48,46,Laptop,No,Low,46.2,SOC001894,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08,PUR001894,Local Store,1670,1,1970,Accessories,1,Medium,0.34,Cash on Delivery,Low,No
CUST1895,26,Male,Hyderabad,Telangana,Tier 1,Working Professional,60000,8.2,Sunrisers Hyderabad,Pat Cummins,6,JioHotstar,Yes,3400,Amazon,24,Mobile,88.3,Yes,ENG001895,Finals,248,79,Short Reel,0.35,26.4,99,99,98,Mobile,Yes,High,100.0,SOC001895,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28,PUR001895,Amazon,5070,6,6370,Bats,5,Medium,0.17,UPI,Medium,Yes
CUST1896,19,Male,Guwahati,Assam,Tier 2,Student,8200,9.6,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,1750,Amazon,36,Mobile,99.1,Yes,ENG001896,Rivalry Match,192,62,Video Ad,0.25,16.6,89,92,89,Smart TV,Yes,High,91.6,SOC001896,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15,PUR001896,Brand Website,7130,9,9030,Full Kits,7,Low,0.08,Credit Card,High,Yes
CUST1897,41,Female,Indore,Madhya Pradesh,Tier 2,Coach,72000,5.9,Rajasthan Royals,Sanju Samson,3,TV,No,3250,Brand Website,8,Smart TV,55.4,No,ENG001897,League Match,148,40,Influencer Promotion,0.14,8.3,64,67,64,Laptop,No,Medium,63.7,SOC001897,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22,PUR001897,Flipkart,2830,3,3530,Gloves,3,High,0.41,Debit Card,Medium,No
