social_id,customer_id,preferred_social_media_platform,cricket_reels_watched_per_week,sports_content_likes_per_week,sports_content_shares_per_week,favorite_cricket_content_type,influencer_engagement_level,fantasy_cricket_content_interaction,average_daily_social_media_usage_hours,preferred_content_format,sports_brand_follow_count,social_media_ad_click_rate
SOC001823,CUST1823,Instagram,61,133,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC001824,CUST1824,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC001825,CUST1825,Instagram,56,122,38,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC001826,CUST1826,Twitter,19,31,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC001827,CUST1827,Instagram,43,92,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC001828,CUST1828,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC001829,CUST1829,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC001830,CUST1830,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC001831,CUST1831,Instagram,49,106,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC001832,CUST1832,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC001833,CUST1833,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC001834,CUST1834,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC001835,CUST1835,Instagram,54,119,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC001836,CUST1836,YouTube,30,53,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC001837,CUST1837,Instagram,41,87,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC001838,CUST1838,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC001839,CUST1839,Instagram,57,125,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC001840,CUST1840,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC001841,CUST1841,Instagram,46,98,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC001842,CUST1842,YouTube,27,48,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC001843,CUST1843,Instagram,60,131,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC001844,CUST1844,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC001845,CUST1845,Instagram,55,122,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC001846,CUST1846,Twitter,18,30,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC001847,CUST1847,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC001848,CUST1848,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC001849,CUST1849,Instagram,59,130,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC001850,CUST1850,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC001851,CUST1851,Instagram,50,109,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC001852,CUST1852,YouTube,29,51,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC001853,CUST1853,Instagram,62,136,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC001854,CUST1854,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC001855,CUST1855,Instagram,53,117,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC001856,CUST1856,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC001857,CUST1857,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC001858,CUST1858,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC001859,CUST1859,Instagram,56,123,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC001860,CUST1860,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC001861,CUST1861,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC001862,CUST1862,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC001863,CUST1863,Instagram,61,134,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC001864,CUST1864,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC001865,CUST1865,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC001866,CUST1866,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC001867,CUST1867,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC001868,CUST1868,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC001869,CUST1869,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC001870,CUST1870,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC001871,CUST1871,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC001872,CUST1872,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC001873,CUST1873,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC001874,CUST1874,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC001875,CUST1875,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC001876,CUST1876,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC001877,CUST1877,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC001878,CUST1878,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC001879,CUST1879,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC001880,CUST1880,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC001881,CUST1881,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC001882,CUST1882,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC001883,CUST1883,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC001884,CUST1884,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC001885,CUST1885,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC001886,CUST1886,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC001887,CUST1887,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC001888,CUST1888,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC001889,CUST1889,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC001890,CUST1890,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC001891,CUST1891,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC001892,CUST1892,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC001893,CUST1893,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC001894,CUST1894,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC001895,CUST1895,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC001896,CUST1896,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC001897,CUST1897,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC001898,CUST1898,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC001899,CUST1899,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC001900,CUST1900,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC001901,CUST1901,Instagram,47,100,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC001902,CUST1902,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC001903,CUST1903,Instagram,61,133,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC001904,CUST1904,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC001905,CUST1905,Instagram,55,119,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC001906,CUST1906,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC001907,CUST1907,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC001908,CUST1908,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC001909,CUST1909,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC001910,CUST1910,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC001911,CUST1911,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC001912,CUST1912,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC001913,CUST1913,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC001914,CUST1914,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC001915,CUST1915,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC001916,CUST1916,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC001917,CUST1917,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC001918,CUST1918,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC001919,CUST1919,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC001920,CUST1920,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC001921,CUST1921,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC001922,CUST1922,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC001923,CUST1923,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC001924,CUST1924,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC001925,CUST1925,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC001926,CUST1926,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC001927,CUST1927,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC001928,CUST1928,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC001929,CUST1929,Instagram,59,127,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC001930,CUST1930,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC001931,CUST1931,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC001932,CUST1932,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC001933,CUST1933,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC001934,CUST1934,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC001935,CUST1935,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC001936,CUST1936,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC001937,CUST1937,Instagram,42,87,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC001938,CUST1938,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC001939,CUST1939,Instagram,56,121,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC001940,CUST1940,Twitter,17,27,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC001941,CUST1941,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC001942,CUST1942,YouTube,26,44,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12
SOC001943,CUST1943,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC001944,CUST1944,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC001945,CUST1945,Instagram,56,121,38,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC001946,CUST1946,Twitter,19,31,7,Match Highlights,Medium,No,3.6,Carousel Post,8,0.09
SOC001947,CUST1947,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC001948,CUST1948,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC001949,CUST1949,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC001950,CUST1950,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC001951,CUST1951,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC001952,CUST1952,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC001953,CUST1953,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC001954,CUST1954,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC001955,CUST1955,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC001956,CUST1956,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC001957,CUST1957,Instagram,41,85,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC001958,CUST1958,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC001959,CUST1959,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC001960,CUST1960,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC001961,CUST1961,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC001962,CUST1962,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC001963,CUST1963,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC001964,CUST1964,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC001965,CUST1965,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC001966,CUST1966,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC001967,CUST1967,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC001968,CUST1968,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC001969,CUST1969,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC001970,CUST1970,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC001971,CUST1971,Instagram,50,106,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC001972,CUST1972,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC001973,CUST1973,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC001974,CUST1974,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC001975,CUST1975,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC001976,CUST1976,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC001977,CUST1977,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC001978,CUST1978,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC001979,CUST1979,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC001980,CUST1980,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC001981,CUST1981,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC001982,CUST1982,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC001983,CUST1983,Instagram,61,133,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC001984,CUST1984,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC001985,CUST1985,Instagram,55,119,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC001986,CUST1986,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC001987,CUST1987,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC001988,CUST1988,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC001989,CUST1989,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC001990,CUST1990,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC001991,CUST1991,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC001992,CUST1992,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC001993,CUST1993,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC001994,CUST1994,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC001995,CUST1995,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC001996,CUST1996,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC001997,CUST1997,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC001998,CUST1998,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC001999,CUST1999,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002000,CUST2000,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002001,CUST2001,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002002,CUST2002,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002003,CUST2003,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002004,CUST2004,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002005,CUST2005,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC002006,CUST2006,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002007,CUST2007,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002008,CUST2008,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002009,CUST2009,Instagram,59,127,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002010,CUST2010,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002011,CUST2011,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002012,CUST2012,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002013,CUST2013,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002014,CUST2014,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002015,CUST2015,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002016,CUST2016,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002017,CUST2017,Instagram,42,87,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC002018,CUST2018,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002019,CUST2019,Instagram,56,121,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002020,CUST2020,Twitter,17,27,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002021,CUST2021,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC002022,CUST2022,YouTube,26,44,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12
SOC002023,CUST2023,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002024,CUST2024,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002025,CUST2025,Instagram,56,121,38,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC002026,CUST2026,Twitter,19,31,7,Match Highlights,Medium,No,3.6,Carousel Post,8,0.09
SOC002027,CUST2027,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002028,CUST2028,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002029,CUST2029,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC002030,CUST2030,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002031,CUST2031,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002032,CUST2032,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002033,CUST2033,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002034,CUST2034,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002035,CUST2035,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002036,CUST2036,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002037,CUST2037,Instagram,41,85,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC002038,CUST2038,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002039,CUST2039,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002040,CUST2040,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002041,CUST2041,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002042,CUST2042,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002043,CUST2043,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002044,CUST2044,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002045,CUST2045,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002046,CUST2046,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002047,CUST2047,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002048,CUST2048,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002049,CUST2049,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002050,CUST2050,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002051,CUST2051,Instagram,50,106,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002052,CUST2052,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002053,CUST2053,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002054,CUST2054,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002055,CUST2055,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002056,CUST2056,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002057,CUST2057,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC002058,CUST2058,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002059,CUST2059,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002060,CUST2060,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002061,CUST2061,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC002062,CUST2062,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002063,CUST2063,Instagram,61,133,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC002064,CUST2064,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002065,CUST2065,Instagram,55,119,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002066,CUST2066,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002067,CUST2067,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002068,CUST2068,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002069,CUST2069,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002070,CUST2070,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002071,CUST2071,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002072,CUST2072,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002073,CUST2073,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002074,CUST2074,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002075,CUST2075,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002076,CUST2076,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002077,CUST2077,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC002078,CUST2078,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002079,CUST2079,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002080,CUST2080,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002081,CUST2081,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002082,CUST2082,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002083,CUST2083,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002084,CUST2084,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002085,CUST2085,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC002086,CUST2086,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002087,CUST2087,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002088,CUST2088,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002089,CUST2089,Instagram,59,127,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002090,CUST2090,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002091,CUST2091,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002092,CUST2092,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002093,CUST2093,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002094,CUST2094,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002095,CUST2095,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002096,CUST2096,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002097,CUST2097,Instagram,42,87,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
